Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken,pick_time,distance
35.0,4.6,Windy,High,2,Snack,scooter,2.0,No,Metropolitian,28,13,6.21
39.0,4.7,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,24,9,3.041
36.0,4.3,Sandstorms,Medium,2,Buffet,scooter,2.0,No,Urban,35,17,19.975
31.0,4.8,Sunny,Low,1,Buffet,scooter,2.0,No,Urban,13,8,1.513
31.0,4.4,Sandstorms,Low,0,Meal,motorcycle,2.0,No,Urban,24,24,7.49
33.0,4.3,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,47,21,13.611
30.0,4.6,Cloudy,High,2,Drinks,scooter,2.0,No,Metropolitian,26,14,6.147
29.0,4.0,Windy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,28,10,3.088
22.0,4.7,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,37,19,13.974
25.0,4.6,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,22,22,17.074
29.0,4.1,Fog,Medium,1,Meal,scooter,1.0,No,Urban,35,18,17.074
24.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,23,19.915
31.0,5.0,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,23,12.421
38.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,21,9.19
34.0,4.8,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,29,21,4.469
27.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,39,17,16.66
30.0,4.5,Windy,Medium,2,Buffet,scooter,2.0,No,Metropolitian,31,18,16.902
38.0,4.8,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,46,22,16.825
25.0,4.0,Windy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,15,10,2.98
20.0,4.7,Windy,Medium,0,Snack,motorcycle,2.0,No,Urban,21,17,10.256
36.0,3.8,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,38,23,12.073
22.0,4.8,Fog,Medium,2,Meal,motorcycle,2.0,No,Urban,29,17,17.076
24.0,5.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,20,9.314
25.0,5.0,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,22,13.681
36.0,3.6,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,34,20,10.757
39.0,3.5,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,34,18,12.074
22.0,5.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,44,20,19.661
30.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,20,23,19.883
24.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20,9.121
28.0,4.7,Windy,Medium,2,Buffet,motorcycle,2.0,No,Urban,15,19,16.721
24.0,5.0,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,26,21,9.122
27.0,5.0,Windy,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,10,23,9.435
34.0,4.4,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,37,20,10.725
29.0,5.0,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,17,16.66
24.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,11,22,9.316
21.0,5.0,Stormy,Low,2,Meal,motorcycle,2.0,No,Metropolitian,18,11,3.105
27.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,24,18,13.83
21.0,4.8,Fog,High,1,Drinks,scooter,1.0,No,Urban,27,14,6.05
26.0,4.7,Sunny,Jam,1,Buffet,scooter,2.0,No,Metropolitian,18,19,4.538
32.0,3.7,Fog,Low,1,Meal,motorcycle,2.0,No,Metropolitian,33,22,12.58
28.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Urban,15,22,4.718
28.0,5.0,Fog,Low,2,Drinks,scooter,2.0,No,Metropolitian,16,9,3.091
34.0,5.0,Stormy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,30,18,20.071
25.0,4.8,Windy,Medium,1,Snack,scooter,2.0,No,Metropolitian,17,17,17.098
34.0,5.0,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,19,19,11.917
20.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,17,18,12.58
20.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,14,19,12.42
30.0,4.9,Stormy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,21,23,19.913
38.0,4.8,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,16,21,19.659
38.0,5.0,Cloudy,Medium,2,Meal,scooter,3.0,Yes,Metropolitian,43,19,13.99
34.0,4.5,Fog,High,1,Meal,scooter,2.0,No,Metropolitian,30,14,6.232
35.0,4.8,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,20,12,5.969
24.0,4.8,Stormy,Medium,1,Buffet,scooter,2.0,No,Metropolitian,20,17,9.315
24.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,10,18,7.684
39.0,4.8,Sunny,Low,1,Drinks,motorcycle,2.0,No,Metropolitian,10,10,3.074
35.0,4.5,Stormy,Jam,1,Buffet,motorcycle,3.0,No,Metropolitian,38,21,19.76
32.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,23,10.865
35.0,4.7,Sunny,High,0,Snack,motorcycle,1.0,No,Urban,28,14,6.147
21.0,4.3,Fog,Jam,1,Meal,motorcycle,4.0,No,Metropolitian,43,22,19.878
38.0,4.0,Stormy,Medium,0,Drinks,motorcycle,2.0,Yes,Metropolitian,39,18,19.84
30.0,4.6,Sunny,Low,2,Drinks,motorcycle,2.0,No,Urban,25,22,10.906
28.0,4.8,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,30,21,12.358
35.0,4.2,Cloudy,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,31,18,11.72
27.0,3.5,Sunny,Jam,0,Snack,motorcycle,4.0,No,Urban,50,19,8.938
23.0,3.3,Sunny,Low,1,Drinks,scooter,2.0,Yes,Metropolitian,44,23,10.642
26.0,4.8,Fog,Jam,2,Snack,motorcycle,3.0,No,Urban,43,20,19.916
34.0,4.9,Sandstorms,Low,2,Drinks,scooter,2.0,No,Metropolitian,24,23,16.66
29.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,12,22,20.181
33.0,4.2,Fog,High,0,Drinks,motorcycle,2.0,No,Metropolitian,32,13,6.129
27.0,4.9,Stormy,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,20,17,19.977
36.0,4.7,Cloudy,High,0,Meal,motorcycle,2.0,No,Metropolitian,28,11,3.116
39.0,4.5,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20,9.121
39.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,8,3.041
28.0,4.8,Fog,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,48,21,12.464
39.0,4.9,Stormy,High,2,Buffet,scooter,2.0,No,Metropolitian,30,14,5.874
38.0,4.7,Windy,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,20,20,19.915
37.0,4.7,Fog,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,30,19,17.073
37.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Urban,20,9,1.53
23.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,24,12.232
23.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,2.0,No,Urban,22,8,1.49
22.0,4.2,Cloudy,High,2,Drinks,motorcycle,2.0,No,Metropolitian,33,12,6.147
35.0,4.9,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,32,13,6.129
23.0,4.8,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,21,17,20.183
31.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,29,17,10.642
21.0,4.9,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,10,23,12.162
39.0,4.8,Sandstorms,Low,1,Drinks,scooter,2.0,No,Metropolitian,22,22,9.313
23.0,4.0,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,31,19,13.583
22.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,15,22,20.182
21.0,5.0,Cloudy,High,2,Drinks,motorcycle,2.0,No,Metropolitian,31,12,6.209
34.0,4.4,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,46,21,13.682
38.0,4.9,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,26,17,4.674
32.0,4.5,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,44,18,17.075
26.0,4.7,Cloudy,Low,2,Snack,scooter,2.0,No,Urban,18,23,7.573
21.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,24,19,7.772
37.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,37,21,12.352
37.0,4.1,Stormy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,31,8,3.019
33.0,4.8,Stormy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,27,17,7.448
29.0,4.9,Windy,Low,2,Meal,scooter,2.0,No,Metropolitian,19,23,7.684
29.0,4.9,Windy,High,2,Snack,scooter,2.0,No,Urban,13,11,1.532
38.0,4.7,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,41,21,7.772
32.0,4.5,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,9,1.49
29.0,4.7,Stormy,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,18,22,10.724
32.0,5.0,Cloudy,Low,2,Buffet,motorcycle,2.0,No,Urban,16,9,1.509
33.0,4.4,Fog,High,2,Drinks,motorcycle,2.0,No,Metropolitian,32,12,1.515
28.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,16,18,20.506
24.0,5.0,Stormy,Jam,2,Snack,scooter,2.0,No,Urban,24,19,12.238
28.0,4.8,Sunny,Jam,0,Meal,motorcycle,2.0,No,Urban,26,20,19.363
23.0,4.8,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,11,20,9.316
27.0,4.7,Sunny,Jam,2,Meal,scooter,2.0,No,Urban,16,20,13.59
35.0,4.9,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,45,20,10.587
38.0,4.8,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,40,23,14.153
22.0,4.8,Stormy,Low,1,Snack,scooter,1.0,No,Urban,18,9,3.074
24.0,4.8,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Urban,20,14,6.119
26.0,4.7,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,41,20,13.769
28.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,26,21,7.45
35.0,3.8,Cloudy,Low,2,Meal,scooter,3.0,No,Metropolitian,34,22,16.981
32.0,4.7,Sunny,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,24,23,4.657
38.0,5.0,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,16,22,19.916
36.0,4.5,Sandstorms,Medium,1,Drinks,scooter,2.0,No,Metropolitian,28,17,4.528
32.0,4.1,Windy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,21,23,9.06
25.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,31,20,7.72
27.0,4.8,Fog,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,30,21,13.59
29.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,2.0,No,Urban,17,23,4.664
28.0,4.6,Cloudy,Low,2,Meal,scooter,2.0,No,Metropolitian,10,22,7.803
37.0,4.7,Cloudy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,39,18,16.384
23.0,4.2,Stormy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,27,24,7.79
29.0,4.6,Windy,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,16,10,1.555
37.0,4.5,Windy,High,1,Drinks,motorcycle,1.0,No,Urban,28,14,6.119
36.0,4.9,Cloudy,Low,2,Drinks,scooter,2.0,No,Metropolitian,15,24,7.772
36.0,4.4,Sandstorms,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,33,16,6.05
33.0,4.3,Cloudy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,41,20,16.825
22.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,18,9.22
20.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,20,23,13.83
26.0,5.0,Fog,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,23,19,7.547
21.0,4.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,9,3.105
30.0,4.3,Windy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,30,10,3.03
33.0,3.6,Cloudy,Low,2,Meal,motorcycle,2.0,No,Metropolitian,39,22,10.587
32.0,4.9,Cloudy,Low,1,Meal,scooter,2.0,No,Urban,19,24,7.648
36.0,4.8,Fog,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,25,22,10.725
33.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,18,17.138
27.0,4.7,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18,15,6.209
28.0,4.6,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,35,19,17.165
35.0,4.5,Fog,Medium,2,Drinks,motorcycle,1.0,No,Urban,17,18,9.348
29.0,4.4,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,43,21,20.254
31.0,4.1,Windy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,26,8,3.064
20.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,12,11,1.52
20.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,23,9.348
32.0,4.7,Fog,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,45,22,10.867
25.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,15,19,4.591
20.0,4.7,Sunny,Low,2,Snack,scooter,2.0,No,Metropolitian,20,23,4.663
31.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,21,17.098
35.0,4.6,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,15,13,6.209
31.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,24,23,10.881
30.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,18,10,2.98
24.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,15,19,4.561
29.0,4.5,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,25,19,4.539
39.0,4.4,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,35,21,13.972
30.0,4.8,Stormy,Low,0,Buffet,motorcycle,2.0,No,Urban,26,24,12.108
37.0,4.7,Windy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,20,10,1.544
21.0,4.9,Sandstorms,Low,1,Buffet,scooter,2.0,No,Urban,14,23,4.674
36.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,25,18,16.721
34.0,5.0,Sunny,Low,2,Meal,scooter,2.0,No,Urban,18,10,1.509
29.0,5.0,Fog,Jam,0,Snack,motorcycle,2.0,No,Urban,25,21,4.718
38.0,4.7,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,17,9,3.041
20.0,4.8,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,12,21,7.449
30.0,3.7,Sandstorms,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,32,19,16.66
26.0,4.6,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,20,22,17.166
35.0,4.9,Sandstorms,Low,0,Snack,motorcycle,2.0,No,Urban,21,23,20.506
36.0,4.8,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,43,20,14.022
35.0,4.9,Fog,Low,1,Meal,motorcycle,2.0,No,Metropolitian,17,23,8.938
24.0,4.5,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,17,16,6.232
34.0,4.6,Stormy,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,21,22,12.162
28.0,5.0,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,15,17,19.66
32.0,4.4,Windy,Jam,2,Meal,scooter,1.0,No,Urban,40,21,16.982
38.0,4.9,Sunny,Jam,2,Meal,scooter,2.0,No,Metropolitian,24,19,4.658
30.0,4.8,Cloudy,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,16,18,7.648
38.0,4.8,Stormy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,47,14,6.121
35.0,4.5,Stormy,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,24,18,16.721
29.0,4.0,Cloudy,Jam,2,Snack,scooter,2.0,Yes,Metropolitian,42,19,10.587
35.0,4.9,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,34,20,4.597
38.0,4.6,Sunny,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,28,22,9.121
34.0,4.1,Stormy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,32,22,9.221
37.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,22,23,10.417
38.0,4.9,Fog,High,1,Snack,scooter,2.0,No,Urban,25,11,3.065
28.0,4.9,Stormy,Low,2,Snack,scooter,2.0,No,Metropolitian,16,23,20.176
30.0,4.7,Sandstorms,High,1,Buffet,motorcycle,2.0,No,Metropolitian,23,14,6.29
31.0,4.0,Stormy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,23,10,1.532
24.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,37,21,10.427
20.0,4.9,Fog,Low,0,Buffet,motorcycle,2.0,No,Urban,22,23,20.443
33.0,4.5,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,19,13.789
37.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,18,19.886
24.0,4.6,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,17,21,13.991
33.0,4.7,Fog,High,0,Meal,motorcycle,2.0,No,Metropolitian,25,11,3.02
29.0,4.6,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,24,8,3.025
37.0,4.6,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,25,8,1.532
26.0,4.9,Windy,Medium,2,Meal,motorcycle,2.0,No,Metropolitian,21,17,11.917
34.0,5.0,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,18,8.938
28.0,5.0,Sunny,Jam,2,Snack,scooter,2.0,No,Metropolitian,24,20,16.903
28.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,17,19.975
21.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,24,4.657
26.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,36,21,4.477
23.0,4.9,Fog,Medium,2,Snack,motorcycle,2.0,No,Metropolitian,18,15,5.969
30.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,11,24,7.763
36.0,4.9,Sandstorms,Medium,2,Drinks,scooter,2.0,No,Metropolitian,29,17,10.906
37.0,4.6,Fog,Medium,2,Snack,scooter,4.0,No,Metropolitian,42,18,19.363
33.0,4.0,Sandstorms,Medium,1,Buffet,motorcycle,2.0,No,Metropolitian,34,17,7.763
35.0,4.0,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,34,20,16.721
27.0,4.8,Sunny,Low,2,Meal,scooter,2.0,No,Urban,19,23,9.435
29.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,18,10,1.544
24.0,4.0,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,35,17,19.883
36.0,4.9,Stormy,Low,1,Snack,scooter,2.0,No,Metropolitian,26,8,3.09
33.0,4.7,Stormy,High,0,Meal,motorcycle,2.0,No,Metropolitian,30,14,6.059
32.0,4.8,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,20,18,13.681
25.0,4.8,Sunny,Jam,2,Buffet,scooter,2.0,No,Metropolitian,18,22,10.445
22.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20,16.153
22.0,5.0,Cloudy,Medium,1,Meal,motorcycle,2.0,No,Urban,27,18,12.58
24.0,3.5,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,43,21,7.573
29.0,4.5,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,21,9,1.573
32.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,20,9,1.573
30.0,4.6,Stormy,Low,1,Meal,scooter,2.0,No,Metropolitian,28,8,3.145
24.0,4.8,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,10,9,3.105
27.0,4.6,Stormy,Medium,0,Snack,motorcycle,2.0,No,Urban,35,18,17.073
26.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,26,19,9.075
21.0,4.7,Fog,High,1,Meal,motorcycle,2.0,No,Metropolitian,21,11,3.145
32.0,4.5,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,20,21,7.762
24.0,4.5,Sunny,Low,2,Buffet,scooter,2.0,No,Metropolitian,28,22,13.681
31.0,4.9,Stormy,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,22,23,20.888
23.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,17,9,3.019
20.0,4.8,Stormy,Medium,1,Buffet,scooter,2.0,No,Metropolitian,28,18,12.257
23.0,3.9,Sunny,High,0,Drinks,motorcycle,2.0,No,Metropolitian,40,14,6.129
32.0,4.9,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,23,7.573
20.0,4.3,Stormy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,20,8,1.488
22.0,5.0,Sandstorms,High,1,Meal,scooter,2.0,No,Metropolitian,27,15,6.118
20.0,4.7,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,21,22,4.657
38.0,4.6,Fog,Low,0,Buffet,motorcycle,3.0,Yes,Metropolitian,43,23,19.66
28.0,5.0,Sunny,Medium,2,Meal,scooter,2.0,No,Metropolitian,17,17,7.461
37.0,4.2,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20,9.075
36.0,4.9,Fog,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,15,16,6.059
34.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,21,19.688
31.0,4.6,Windy,Medium,1,Meal,scooter,2.0,No,Metropolitian,28,18,4.59
27.0,4.9,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,19,20.183
24.0,4.8,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,23,9.057
20.0,4.7,Windy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,27,22,8.939
20.0,4.8,Sandstorms,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,18,20,16.635
33.0,5.0,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,36,23,19.618
28.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,22,12.436
29.0,4.8,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,24,16,5.953
26.0,4.8,Cloudy,Low,2,Snack,motorcycle,1.0,No,Urban,13,24,7.763
28.0,5.0,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,24,20,20.506
33.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,27,24,17.137
26.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,8,3.105
27.0,4.8,Cloudy,Medium,1,Drinks,motorcycle,2.0,No,Urban,11,15,6.29
32.0,4.6,Windy,High,0,Snack,motorcycle,2.0,No,Metropolitian,30,14,6.29
32.0,4.1,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,38,19,17.076
21.0,4.8,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,24,22,19.976
24.0,3.2,Sunny,Low,2,Snack,scooter,2.0,No,Urban,36,23,10.711
24.0,5.0,Cloudy,Medium,1,Snack,motorcycle,2.0,No,Urban,15,19,4.611
39.0,4.1,Fog,Medium,2,Buffet,motorcycle,2.0,No,Urban,35,19,16.635
28.0,4.6,Windy,High,1,Snack,motorcycle,2.0,No,Metropolitian,25,11,3.019
38.0,4.2,Windy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,31,22,7.602
23.0,4.5,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,9,2.98
36.0,4.9,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,41,20,20.287
35.0,4.7,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,18,20,4.674
39.0,4.9,Cloudy,Low,1,Drinks,scooter,2.0,No,Urban,15,11,1.49
21.0,4.6,Fog,Low,1,Buffet,scooter,2.0,No,Urban,25,24,16.636
33.0,5.0,Fog,High,0,Snack,motorcycle,2.0,No,Metropolitian,31,11,3.059
30.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,42,19,11.008
26.0,5.0,Cloudy,Low,2,Drinks,scooter,2.0,No,Metropolitian,15,9,1.532
24.0,4.6,Windy,Low,2,Snack,scooter,1.0,No,Urban,10,23,17.074
38.0,4.8,Sunny,Low,0,Meal,motorcycle,2.0,No,Metropolitian,28,23,12.073
23.0,4.6,Windy,Low,2,Drinks,scooter,2.0,No,Metropolitian,19,11,3.041
28.0,4.6,Cloudy,High,2,Meal,scooter,2.0,No,Metropolitian,28,14,6.05
35.0,5.0,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,30,17,9.435
30.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,20,23,20.18
29.0,4.9,Sandstorms,Medium,1,Buffet,scooter,2.0,No,Metropolitian,20,18,13.406
24.0,4.7,Stormy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,25,20,20.852
20.0,4.0,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,35,20,16.821
23.0,4.7,Stormy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,31,20,7.762
26.0,4.0,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,32,17,13.681
22.0,4.5,Sandstorms,High,2,Snack,motorcycle,2.0,No,Metropolitian,23,11,3.019
26.0,4.7,Stormy,High,0,Snack,motorcycle,2.0,No,Metropolitian,36,15,6.242
31.0,4.5,Fog,Low,2,Meal,scooter,2.0,No,Metropolitian,19,9,1.509
39.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,34,18,12.293
37.0,3.8,Stormy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,33,20,12.464
28.0,4.7,Stormy,Low,2,Snack,scooter,2.0,No,Urban,11,8,3.074
